Geneid	HISAT2 on data 12 and data 11: aligned reads (BAM)
BICD1	1081
FGD4	1076
DNM1L	15221
YARS2	689
PKP2	268
SYT10	122
ALG10	115
ALG10B	546
CPNE8	1827
KIF21A	14521
ABCD2	1371
C12orf40	0
SLC2A13	10943
LRRK2	3137
CNTN1	28889
PDZRN4	604
GXYLT1	864
YAF2	1944
ZCRB1	1818
PPHLN1	2042
PRICKLE1	4188
ADAMTS20	4
PUS7L	714
IRAK4	284
TWF1	2127
TMEM117	481
NELL2	28301
DBX2	99
RACGAP1P	6
PLEKHA8P1	39
RNY5	0
ANO6	779
LOC400027	608
ARID2	974
SCAF11	2255
SLC38A1	14709
SLC38A2	7435
SLC38A4	9
AMIGO2	365
MIR4698	0
LOC100233209	4
FAM113B	83
RPAP3	1770
ENDOU	79
RAPGEF3	1394
SLC48A1	4060
HDAC7	1334
VDR	26
TMEM106C	1056
COL2A1	10
SENP1	405
PFKM	12354
ASB8	2278
C12orf68	3882
OR10AD1	20
H1FNT	30
ZNF641	1575
ANP32D	2
C12orf54	19
OR8S1	4
LALBA	0
KANSL2	857
SNORA34	0
MIR1291	0
SNORA2A	5
SNORA2B	0
CCNT1	1818
LOC255411	0
ADCY6	3295
MIR4701	1
CACNB3	6818
DDX23	3421
RND1	3445
CCDC65	602
FKBP11	548
ARF3	42176
WNT10B	1666
WNT1	148
DDN	28998
PRKAG1	2136
MLL2	8001
RHEBL1	331
DHH	14
LMBR1L	988
TUBA1B	61813
TUBA1A	25662
TUBA1C	2452
PRPH	11
TROAP	0
C1QL4	2
DNAJC22	36
SPATS2	2628
LOC100335030	16
KCNH3	10340
MCRS1	2263
FAM186B	25
PRPF40B	995
FMNL3	1497
TMBIM6	16198
NCKAP5L	1313
LOC100286844	260
BCDIN3D	119
FAIM2	71591
LOC283332	4
AQP2	0
AQP5	33
AQP6	47
RACGAP1	731
ACCN2	3167
SMARCD1	2081
GPD1	758
COX14	1000
CERS5	1459
LIMA1	819
MIR1293	0
FAM186A	2
LARP4	2315
DIP2B	5923
ATF1	300
TMPRSS12	0
METTL7A	1674
HIGD1C	0
SLC11A2	3602
LETMD1	3042
CSRNP2	4866
TFCP2	2049
POU6F1	4893
DAZAP2	6540
SMAGP	32
BIN2	41
CELA1	0
GALNT6	461
SLC4A8	4011
SCN8A	21561
FIGNL2	127
ANKRD33	8
ACVRL1	450
ACVR1B	5178
GRASP	2749
NR4A1	2925
C12orf44	1751
KRT80	18
LOC283403	2
LOC283404	19
KRT7	4
KRT81	22
KRT86	100
KRT83	45
KRT85	0
KRT84	0
KRT82	2
KRT75	0
KRT6B	0
KRT6C	2
KRT6A	3
KRT5	315
KRT71	2
KRT74	2
KRT72	14
KRT73	0
KRT2	0
KRT1	12
KRT77	2
KRT76	0
KRT3	7
KRT4	0
KRT79	4
KRT78	10
KRT8	2
KRT18	12
EIF4B	12892
LOC283335	326
TENC1	2421
SPRYD3	17544
IGFBP6	523
SOAT2	14
CSAD	1316
ZNF740	1557
ITGB7	35
RARG	196
MFSD5	738
ESPL1	4
PFDN5	4751
C12orf10	1982
AAAS	768
SP7	38
SP1	1349
AMHR2	0
PRR13	2404
PCBP2	10600
MAP3K12	3681
TARBP2	461
NPFF	59
ATF7	1022
LOC100652999	5
ATP5G2	3305
CALCOCO1	6606
HOXC13	0
HOXC12	0
HOTAIR	0
HOXC11	0
HOXC10	0
MIR196A2	0
HOXC9	0
HOXC8	0
HOXC5	0
HOXC4	0
HOXC6	0
MIR615	0
FLJ12825	4
LOC100240735	0
LOC100240734	0
LOC400043	14
SMUG1	1100
CBX5	9774
MIR3198-2	0
HNRNPA1	685
HNRNPA1P10	0
NFE2	8
COPZ1	3482
MIR148B	0
GPR84	2
ZNF385A	3259
ITGA5	147
GTSF1	4
NCKAP1L	73
PDE1B	5900
PPP1R1A	1662
GLYCAM1	0
LACRT	0
DCD	0
MUCL1	9
KIAA0748	12906
NEUROD4	2
OR9K2	0
OR10A7	0
OR6C74	0
OR6C6	0
OR6C1	0
OR6C3	0
OR6C75	0
OR6C65	0
OR6C76	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C4	0
OR10P1	0
METTL7B	72
ITGA7	1961
BLOC1S1	166
BLOC1S1-RDH5	0
RDH5	19
CD63	5080
GDF11	1426
SARNP	1251
ORMDL2	168
DNAJC14	1977
TMEM198B	479
MMP19	3
WIBG	513
DGKA	1490
PMEL	0
CDK2	58
RAB5B	13737
SUOX	1112
IKZF4	1002
RPS26	2807
ERBB3	2069
PA2G4	4507
RPL41	4397
ZC3H10	229
ESYT1	3410
MYL6B	3344
MYL6	6533
SMARCC2	14988
RNF41	5458
OBFC2B	1802
SLC39A5	4
ANKRD52	6332
COQ10A	648
CS	9412
CNPY2	1547
PAN2	1735
IL23A	14
STAT2	3861
APOF	2
TIMELESS	267
MIP	21
SPRYD4	258
GLS2	2473
RBMS2	624
BAZ2A	4113
ATP5B	32186
SNORD59B	8
SNORD59A	17
PTGES3	11205
NACA	8293
PRIM1	243
HSD17B6	326
SDR9C7	6
RDH16	10
GPR182	2
ZBTB39	423
TAC3	282
MYO1A	6
TMEM194A	680
NAB2	2092
STAT6	2799
LRP1	22823
MIR1228	0
NXPH4	221
SHMT2	1166
NDUFA4L2	473
STAC3	89
R3HDM2	10410
INHBC	4
INHBE	5
GLI1	19
ARHGAP9	245
MARS	6002
DDIT3	746
MBD6	1251
DCTN2	7075
KIF5A	77097
PIP4K2C	5778
DTX3	5277
ARHGEF25	9018
SLC26A10	1438
B4GALNT1	4809
OS9	7007
AGAP2	26551
LOC100130776	33
TSPAN31	1164
CDK4	761
MARCH9	875
CYP27B1	18
METTL1	290
METTL21B	141
TSFM	1355
AVIL	497
CTDSP2	4669
MIR26A2	1
LOC100506844	393
XRCC6BP1	226
LRIG3	103
SLC16A7	299
FAM19A2	4429
USP15	2961
MON2	4946
C12orf61	12
MIRLET7I	8
PPM1H	7920
AVPR1A	33
DPY19L2	689
TMEM5	509
SRGAP1	437
C12orf66	387
C12orf56	1
XPOT	4354
TBK1	2118
RASSF3	908
MIR548C	0
MIR548Z	0
GNS	2887
TBC1D30	2292
FLJ41278	427
WIF1	788
LEMD3	2980
MSRB3	812
RPSAP52	0
HMGA2	4
LLPH	586
TMBIM4	950
IRAK3	237
HELB	28
GRIP1	646
CAND1	9914
DYRK2	1369
IFNG	0
IL26	1
IL22	0
MDM1	674
RAP1B	1378
SNORA70G	0
LOC100507250	6
NUP107	678
SLC35E3	549
MDM2	2693
CPM	577
CPSF6	6143
MIR1279	0
LYZ	89
YEATS4	671
FRS2	2242
MIR3913-1	0
MIR3913-2	0
CCT2	5649
LRRC10	0
BEST3	38
RAB3IP	2914
CNOT2	2396
KCNMB4	4710
PTPRB	2406
PTPRR	2039
TSPAN8	40
LGR5	233
ZFC3H1	2652
THAP2	587
TMEM19	1922
RAB21	2489
TBC1D15	2338
MRS2P2	0
TPH2	110
LOC283392	935
TRHDE	3471
LOC100507377	7
ATXN7L3B	15035
KCNC2	9782
CAPS2	467
GLIPR1L1	34
GLIPR1L2	38
GLIPR1	928
KRR1	995
PHLDA1	2777
NAP1L1	18758
BBS10	1375
OSBPL8	7422
ZDHHC17	8256
CSRP2	269
E2F7	21
NAV3	5693
SYT1	123590
MIR1252	0
PAWR	126
PPP1R12A	6018
OTOGL	873
PTPRQ	55
MYF6	5
MYF5	0
LIN7A	667
MIR617	0
MIR618	0
ACSS3	340
MIR4699	0
PPFIA2	11312
CCDC59	481
C12orf26	126
TMTC2	1526
SLC6A15	4190
TSPAN19	32
LRRIQ1	73
ALX1	2
RASSF9	4
NTS	0
MGAT4C	213
MIR548AL	0
MKRN9P	3
C12orf50	6
C12orf29	2083
CEP290	2218
TMTC3	1789
KITLG	4474
LOC728084	237
DUSP6	3844
POC1B	674
POC1B-GALNT4	0
GALNT4	4
ATP2B1	48889
LOC338758	1481
C12orf37	0
C12orf12	2
EPYC	0
KERA	0
LUM	82
DCN	2096
LOC256021	21
BTG1	1056
CLLU1OS	0
CLLU1	0
C12orf74	0
PLEKHG7	1
EEA1	3318
LOC643339	0
NUDT4	108
NUDT4P1	0
UBE2N	8025
MRPL42	958
LOC144481	34
SOCS2	342
CRADD	305
PLXNC1	2740
CCDC41	595
LOC144486	16
TMCC3	1012
MIR492	0
KRT19P2	1
NDUFA12	2036
NR2C1	1516
FGD6	869
VEZT	4552
MIR331	11
MIR3685	16
METAP2	2640
USP44	83
NTN4	2377
SNRPF	653
CCDC38	8
AMDHD1	56
HAL	4
LTA4H	1706
ELK3	142
CDK17	7779
NEDD1	174
RMST	46
MIR1251	0
MIR135A2	7
MIR4303	0
SLC9A7P1	564
LOC643770	8
LOC100128191	13
TMPO	2126
SLC25A3	12310
SNORA53	17
IKBIP	108
APAF1	1853
ANKS1B	10479
FAM71C	2
UHRF1BP1L	5390
GOLGA2P5	140
MIR1827	0
ACTR6	2282
DEPDC4	17
SCYL2	2311
SLC17A8	165
NR1H4	0
GAS2L3	82
ANO4	1365
SLC5A8	20
UTP20	867
ARL1	5248
SPIC	0
MYBPC1	1551
CHPT1	989
SYCP3	57
GNPTAB	8855
DRAM1	82
CCDC53	870
NUP37	98
PARPBP	45
PMCH	0
IGF1	654
LINC00485	0
PAH	263
ASCL1	544
C12orf42	18
STAB2	24
NT5DC3	3722
GNN	55
HSP90B1	15415
MIR3652	0
C12orf73	448
TDG	779
GLT8D2	300
HCFC2	1613
NFYB	2670
TXNRD1	3465
EID3	127
CHST11	1387
MIR3922	0
SLC41A2	929
C12orf45	145
ALDH1L2	968
KIAA1033	2440
APPL2	1346
C12orf75	117
NUAK1	19397
CKAP4	1474
TCP11L2	577
POLR3B	1076
LOC100287944	5
RFX4	451
LOC100505978	5
RIC8B	2162
C12orf23	2000
MTERFD3	1097
CRY1	674
BTBD11	1349
PWP1	2227
PRDM4	2739
ASCL4	0
LOC728739	19
WSCD2	2505
CMKLR1	130
FICD	246
SART3	2949
ISCU	6341
TMEM119	28
SELPLG	92
CORO1C	3994
SSH1	3109
DAO	13
SVOP	10813
LOC100131733	4
USP30	1499
ALKBH2	338
UNG	638
ACACB	924
FOXN4	6
MYO1H	13
KCTD10	3102
UBE3B	3387
MMAB	979
MVK	799
C12orf34	792
MGC14436	16
TRPV4	7
MIR4497	0
GLTP	1482
TCHP	1244
GIT2	3268
ANKRD13A	1536
C12orf76	2716
IFT81	703
ATP2A2	59353
ANAPC7	3284
ARPC3	4481
GPN3	632
FAM216A	1855
VPS29	3217
RAD9B	30
PPTC7	2462
TCTN1	573
HVCN1	148
PPP1CC	4189
CCDC63	0
MYL2	0
LOC100131138	0
CUX2	6210
FAM109A	271
SH2B3	1301
ATXN2	4182
BRAP	1480
ACAD10	699
ALDH2	8064
C12orf47	908
MAPKAPK5	975
ADAM1	456
TMEM116	233
ERP29	2621
NAA25	2499
TRAFD1	829
C12orf51	17021
RPL6	9840
PTPN11	21106
RPH3A	32227
OAS1	122
OAS3	706
OAS2	306
DTX1	2043
RASAL1	2444
CCDC42B	17
DDX54	1490
C12orf52	1640
IQCD	59
TPCN1	3229
SLC24A6	502
PLBD2	2941
SDS	169
SDSL	259
LHX5	1
RBM19	1577
TBX5	0
LOC255480	2
TBX3	200
MED13L	5017
MIR620	0
MIR4472-2	0
LINC00173	65
MAP1LC3B2	389
C12orf49	2561
RNFT2	1464
HRK	71
FBXW8	497
TESC	1483
FBXO21	5301
NOS1	1287
KSR2	4563
RFC5	747
WSB2	23779
VSIG10	431
PEBP1	34417
TAOK3	3918
SUDS3	3429
SRRM4	6937
HSPB8	4442
LOC144742	0
CCDC60	2
TMEM233	171
PRKAB1	1173
CIT	14149
MIR1178	3
CCDC64	2601
RAB35	2927
GCN1L1	3367
MIR4498	0
RPLP0	6169
LOC100506649	40
PXN	811
SIRT4	91
PLA2G1B	3
MSI1	330
COX6A1	9079
TRIAP1	618
GATC	2411
SRSF9	1506
DYNLL1	12537
LOC100506668	515
COQ5	846
RNF10	9115
POP5	414
CABP1	14362
MLEC	6798
UNC119B	2120
MIR4700	0
ACADS	387
SPPL3	3779
HNF1A-AS1	0
HNF1A	233
C12orf43	1338
OASL	24
P2RX7	1718
P2RX4	341
CAMKK2	31918
ANAPC5	5699
RNF34	2062
KDM2B	2222
ORAI1	125
MORN3	224
TMEM120B	1255
RHOF	67
LOC338799	417
SETD1B	2197
HPD	0
PSMD9	684
WDR66	305
BCL7A	2710
MLXIP	1681
LRRC43	187
IL31	0
B3GNT4	264
DIABLO	1691
VPS33A	1410
CLIP1	5436
LOC100507066	4
ZCCHC8	712
RSRC2	4427
KNTC1	400
HCAR2	4
HCAR3	4
HCAR1	8
DENR	3811
CCDC62	121
HIP1R	5754
VPS37B	1324
ABCB9	1705
OGFOD2	405
ARL6IP4	4580
PITPNM2	5810
MIR4304	0
LOC100507091	8
MPHOSPH9	746
C12orf65	811
CDK2AP1	4383
SBNO1	7924
SETD8	1410
RILPL2	468
SNRNP35	565
RILPL1	2037
MIR3908	0
TMED2	4706
DDX55	1112
EIF2B1	1905
GTF2H3	836
TCTN2	735
ATP6V0A2	1218
DNAH10	650
CCDC92	6917
ZNF664	6489
ZNF664-FAM101A	24
FAM101A	1
NCOR2	13698
SCARB1	2216
UBC	32578
DHX37	922
BRI3BP	695
AACS	4793
TMEM132B	9267
LOC400084	4
LOC100128554	95
LOC387895	0
LOC100507206	105
LOC440117	0
FLJ37505	0
TMEM132C	1184
MIR3612	0
SLC15A4	792
GLT1D1	3678
TMEM132D	4131
LOC100190940	26
FLJ31485	42
FZD10	40
PIWIL1	16
RIMBP2	8014
STX2	859
RAN	7920
GPR133	135
LOC116437	54
SFSWAP	2162
MMP17	3086
ULK1	6159
PUS1	502
EP400	4675
SNORA49	1
EP400NL	136
DDX51	2759
NOC4L	707
GALNT9	5004
LOC100130238	259
FBRSL1	2756
LOC100507055	14
P2RX2	224
POLE	717
PXMP2	284
PGAM5	1931
ANKLE2	2882
GOLGA3	6486
CHFR	1070
ZNF605	1386
ZNF26	4
ZNF84	28
ZNF140	494
ZNF10	970
ZNF268	708
LOC647589	0
ANKRD20A9P	50
LINC00442	0
PHF2P1	0
TUBA3C	2
ANKRD26P3	0
LINC00421	0
TPTE2	29
MPHOSPH8	7342
PSPC1	3101
ZMYM5	647
ZMYM2	7185
GJA3	2
GJB2	36
GJB6	608
CRYL1	1479
MIR4499	0
IFT88	617
IL17D	1885
N6AMT2	339
XPO4	1840
LATS2	154
SAP18	6227
SKA3	29
MRP63	1350
ZDHHC20	3578
EFHA1	2380
FGF9	1305
BASP1P1	0
SGCG	156
SACS	9403
LINC00327	33
TNFRSF19	224
MIPEP	428
C1QTNF9B-AS1	2
C1QTNF9B	2
SPATA13	1498
MIR2276	0
C1QTNF9	0
PARP4	532
TPTE2P6	68
ATP12A	52
RNF17	4
CENPJ	596
TPTE2P1	807
PABPC3	23
FAM123A	2068
MTMR6	4863
NUPL1	2288
ATP8A2	3561
SHISA2	48
RNF6	4737
CDK8	743
WASF3	10522
GPR12	1975
USP12	5937
RPL21	1
RPL21P28	0
SNORD102	17
SNORA27	2
RASL11A	134
GTF3A	3500
MTIF3	1450
LNX2	600
POLR1D	1769
GSX1	2
PDX1	0
ATP5EP2	0
CDX2	0
PRHOXNB	2
FLT3	219
PAN3-AS1	90
PAN3	1433
FLT1	3435
POMP	3024
SLC46A3	654
MTUS2	2102
LOC728437	28
SLC7A1	5025
UBL3	9116
LOC440131	0
KATNAL1	3516
LINC00426	31
HMGB1	9749
USPL1	1627
ALOX5AP	24
TEX26-AS1	10
C13orf33	109
TEX26	54
HSPH1	23087
B3GALTL	1311
RXFP2	6
EEF1DP3	31
FRY	7595
ZAR1L	0
BRCA2	34
N4BP2L1	1988
N4BP2L2	3412
CG030	119
PDS5B	7172
KL	134
STARD13	2666
RFC3	395
NBEA	12452
MAB21L1	14
MIR548F5	0
DCLK1	46982
SOHLH2	0
CCDC169-SOHLH2	0
CCDC169	6
SPG20	3421
SPG20OS	10
CCNA1	658
SERTM1	2003
RFXAP	421
SMAD9	964
ALG5	488
EXOSC8	390
FAM48A	1100
CSNK1A1L	2
LINC00547	0
POSTN	128
TRPC4	145
UFM1	4283
FREM2	191
STOML3	0
PROSER1	1842
NHLRC3	1417
LHFP	1781
COG6	2092
MIR4305	0
LINC00548	4
TTL	6180
FOXO1	494
MIR320D1	12
MRPS31	666
SLC25A15	438
LOC100616668	310
MIR621	0
SUGT1P3	33
ELF1	366
WBP4	1766
KBTBD6	3262
KBTBD7	790
MTRF1	353
NAA16	749
OR7E37P	0
C13orf15	1204
KIAA0564	1458
LOC100507240	7
DGKH	218
AKAP11	28720
TNFSF11	0
FAM216B	12
EPSTI1	72
DNAJC15	1859
ENOX1	1051
CCDC122	114
LACC1	1071
LINC00284	28
SERP2	1613
TSC22D1	31474
TSC22D1-AS1	351
LINC00330	0
NUFIP1	686
KIAA1704	945
GTF2F2	751
KCTD4	425
TPT1	24722
SNORA31	19
TPT1-AS1	277
SLC25A30	538
COG3	1568
FAM194B	4
SPERT	2
SIAH3	278
ZC3H13	5765
LOC100509894	324
CPB2	11
LCP1	185
KIAA0226L	205
LRCH1	723
ESD	2528
HTR2A	6527
SUCLA2	6916
NUDT15	897
MED4	1879
ITM2B	24847
RB1	2108
LPAR6	257
RCBTB2	828
CYSLTR2	106
FNDC3A	4026
MLNR	0
CDADC1	1100
CAB39L	5349
SETDB2	1004
PHF11	464
RCBTB1	2866
ARL11	0
EBPL	188
KPNA3	4266
CTAGE10P	0
SPRYD7	2603
DLEU2	69
MIR3613	0
TRIM13	1338
KCNRG	7
MIR16-1	0
MIR15A	0
DLEU1	72
ST13P4	40
DLEU7	213
RNASEH2B	1075
GUCY1B2	6
FAM124A	1288
SERPINE3	12
INTS6	1566
MIR4703	0
WDFY2	437
DHRS12	300
LINC00282	98
CCDC70	0
ATP7B	556
ALG11	202
UTP14C	1743
NEK5	29
NEK3	386
THSD1P1	568
THSD1	272
VPS36	6053
CKAP2	819
TPTE2P3	24
HNRNPA1L2	835
SUGT1	1108
LECT1	15
MIR759	0
PCDH8	4795
OLFM4	72
MIR1297	0
PRR20A	0
PRR20D	0
PRR20B	0
PRR20E	0
PRR20C	0
PCDH17	5375
DIAPH3	49
TDRD3	733
MIR3169	0
PCDH20	1715
OR7E156P	0
PCDH9	12232
LINC00550	0
KLHL1	176
ATXN8OS	10
DACH1	987
MZT1	2072
BORA	106
DIS3	2257
PIBF1	552
KLF5	171
KLF12	3074
LINC00347	0
CTAGE11P	1
TBC1D4	2287
COMMD6	751
UCHL3	466
LMO7	7315
KCTD12	3410
BTF3P11	0
CLN5	707
FBXL3	3401
MYCBP2	26583
SCEL	19
SLAIN1	4145
MIR3665	0
EDNRB	1281
POU4F1	0
RNF219	1367
RBM26	3462
RBM26-AS1	91
NDFIP2	14459
SPRY2	2730
SLITRK1	6176
SLITRK6	10
MIR4500HG	96
MIR4500	2
SLITRK5	4691
MIR622	0
LINC00410	0
MIR17HG	20
MIR17	0
MIR18A	0
MIR19A	0
MIR20A	0
MIR19B1	0
MIR92A1	0
GPC5	247
GPC6	451
DCT	110
TGDS	237
GPR180	2129
SOX21	289
ABCC4	213
CLDN10	473
DZIP1	4618
DNAJC3	1810
UGGT2	1169
HS6ST3	13005
OXGR1	78
MBNL2	12649
RAP2A	14355
IPO5	13521
FARP1	3138
RNF113B	0
MIR3170	0
STK24	5586
SLC15A1	0
DOCK9	9150
UBAC2-AS1	22
UBAC2	1374
MIR548AN	1
GPR18	4
GPR183	8
FKSG29	2
MIR623	0
TM9SF2	6287
CLYBL	421
MIR4306	0
ZIC5	117
ZIC2	352
PCCA	869
A2LD1	96
TMTC4	1771
NALCN	6077
ITGBL1	112
FGF14	2585
MIR2681	0
MIR4705	1
FGF14-IT1	7
LOC283481	55
TPP2	2732
METTL21C	40
CCDC168	20
TEX30	301
KDELC1	155
BIVM	1078
BIVM-ERCC5	0
ERCC5	75
METTL21CP1	92
SLC10A2	0
DAOA-AS1	0
DAOA	0
LINC00460	93
EFNB2	3349
ARGLU1	5711
FAM155A	4137
LIG4	3396
ABHD13	1573
TNFSF13B	203
MYO16	1047
IRS2	6124
COL4A1	775
COL4A2	1278
RAB20	34
CARKD	3430
CARS2	954
ING1	861
LINC00346	43
ANKRD10	2348
ARHGEF7	15094
TEX29	186
SOX1	328
SPACA7	0
TUBGCP3	1743
C13orf35	0
ATP11A	2414
MCF2L-AS1	113
MCF2L	10333
F7	183
F10	68
PROZ	25
PCID2	1137
CUL4A	2342
LAMP1	6212
GRTP1	50
ADPRHL1	519
DCUN1D2	1637
TMCO3	1446
TFDP1	1746
ATP4B	0
GRK1	3
LINC00552	27
FAM70B	21
GAS6	3164
FLJ41484	20
LOC100506394	193
FLJ44054	8
RASA3	1930
CDC16	2570
UPF3A	3272
CHAMP1	1239
OR11H12	0
LOC642426	0
POTEG	0
POTEM	0
OR11H2	0
OR4Q3	0
OR4M1	0
OR4N2	0
OR4K2	0
OR4K5	0
OR4K1	0
OR4K15	0
OR4K14	0
OR4K13	0
OR4L1	0
OR4K17	0
OR4N5	2
OR11G2	0
OR11H6	0
OR11H4	6
TTC5	570
CCNB1IP1	1044
SNORD126	0
RPPH1	36
PARP2	2642
TEP1	419
KLHL33	10
OSGEP	1172
APEX1	3552
TMEM55B	2239
PNP	236
RNASE10	0
RNASE9	0
RNASE11	0
RNASE12	0
OR6S1	0
ANG	16
RNASE4	85
EDDM3A	0
EDDM3B	0
RNASE6	18
RNASE1	3046
RNASE3	0
ECRP	0
RNASE2	0
METTL17	775
SLC39A2	20
NDRG2	27674
TPPP2	0
RNASE13	0
RNASE7	0
RNASE8	0
ARHGEF40	762
ZNF219	847
C14orf176	27
OR5AU1	0
LOC283624	11943
HNRNPC	13066
RPGRIP1	10
SUPT16H	7354
CHD8	4797
SNORD9	2
SNORD8	0
RAB2B	1625
TOX4	4679
METTL3	1191
SALL2	2221
OR10G3	0
OR10G2	0
OR4E2	0
DAD1	1622
ABHD4	423
OXA1L	2251
SLC7A7	39
MRPL52	672
MMP14	272
LRP10	708
REM2	112
RBM23	2668
PRMT5	2134
HAUS4	267
MIR4707	0
AJUBA	72
C14orf93	136
PSMB5	4412
PSMB11	0
CDH24	580
ACIN1	4552
C14orf119	883
CEBPE	4
SLC7A8	2577
HOMEZ	215
PPP1R3E	2269
BCL2L2-PABPN1	0
BCL2L2	12551
PABPN1	596
SLC22A17	28038
EFS	1063
IL25	0
CMTM5	633
MYH6	1
MIR208A	0
MYH7	268
MIR208B	0
NGDN	1000
THTPA	1348
ZFHX2	1557
AP1G2	2091
JPH4	22641
DHRS2	21
C14orf165	0
C14orf167	777
DHRS4	115
DHRS4L2	209
DHRS4L1	23
LRRC16B	731
CPNE6	4153
NRL	71
PCK2	225
DCAF11	5892
FITM1	8
PSME1	848
FAM158A	493
PSME2	807
RNF31	1657
IRF9	983
REC8	624
IPO4	462
TM9SF1	737
TSSK4	245
CHMP4A	1497
MDP1	111
NEDD8-MDP1	0
NEDD8	1738
GMPR2	2999
TINF2	1478
TGM1	73
RABGGTA	1332
DHRS1	381
C14orf21	796
CIDEB	1183
LTB4R2	14
LTB4R	100
ADCY4	328
RIPK3	22
NFATC4	493
NYNRIN	543
CBLN3	119
KHNYN	838
SDR39U1	533
CMA1	0
CTSG	2
GZMH	20
GZMB	10
STXBP6	1848
NOVA1	6070
MIR4307	0
LOC100505967	20
FOXG1	4947
C14orf23	595
MIR548AI	0
PRKD1	821
G2E3	1084
SCFD1	2791
COCH	129
LOC100506071	3
STRN3	1858
MIR624	0
AP4S1	2142
HECTD1	11315
HEATR5A	939
C14orf126	788
GPR33	0
NUBPL	644
ARHGAP5-AS1	211
ARHGAP5	8810
AKAP6	19941
NPAS3	1145
EGLN3	1125
SPTSSA	828
EAPP	1329
SNX6	1960
CFL2	3733
BAZ1A	215
IGBP1P1	10
SRP54	2321
FAM177A1	1995
PPP2R3C	1402
KIAA0391	860
PSMA6	3446
NFKBIA	1272
INSM2	203
RALGAPA1	4674
BRMS1L	2330
MBIP	904
SFTA3	2
NKX2-1	12
NKX2-8	6
PAX9	0
SLC25A21	21
MIR4503	0
LOC100129794	42
MIPOL1	211
FOXA1	2
SSTR1	2801
CLEC14A	459
LOC283547	292
SEC23A	5660
GEMIN2	341
TRAPPC6B	6906
PNN	4034
MIA2	3
CTAGE5	1124
LOC100288846	42
FBXO33	2508
LRFN5	3257
FSCB	0
C14orf28	345
KLHL28	1564
FAM179B	5036
PRPF39	1845
SNORD127	3
FKBP3	5843
FANCM	373
MIS18BP1	716
RPL10L	4
MDGA2	788
MIR548Y	0
LOC100506433	6
RPS29	2315
LRR1	49
RPL36AL	2519
MGAT2	649
DNAAF2	622
POLE2	32
KLHDC1	718
KLHDC2	3693
NEMF	4572
ARF6	2415
C14orf182	2
C14orf183	2
METTL21D	995
SOS2	1988
L2HGDH	1129
ATP5S	572
CDKL1	648
MAP4K5	2952
ATL1	11016
SAV1	996
NIN	4227
ABHD12B	426
PYGL	232
TRIM9	11808
TMX1	588
LOC283553	2
FRMD6	1246
FRMD6-AS1	48
GNG2	10789
C14orf166	1908
NID2	341
PTGDR	16
PTGER2	16
TXNDC16	1717
GPR137C	2608
ERO1L	2450
PSMC6	3569
STYX	384
GNPNAT1	1381
FERMT2	1545
DDHD1	4004
BMP4	77
CDKN3	125
CNIH	1970
GMFB	13418
CGRRF1	585
SAMD4A	2244
GCH1	228
MIR4308	0
WDHD1	290
SOCS4	1306
MAPK1IP1L	3210
LGALS3	428
DLGAP5	0
FBXO34	5300
ATG14	1892
TBPL2	0
KTN1-AS1	24
KTN1	7601
RPL13AP3	0
LINC00520	0
PELI2	468
C14orf101	1021
OTX2	0
OTX2OS1	0
EXOC5	4984
MUDENG	1781
NAA30	3437
C14orf105	0
SLC35F4	33
C14orf37	549
ACTR10	4544
PSMA3	1651
FLJ31306	1850
ARID4A	2797
TOMM20L	28
TIMM9	692
KIAA0586	1034
DACT1	758
DAAM1	2154
GPR135	167
C14orf149	231
JKAMP	2257
C14orf38	18
RTN1	64194
C14orf135	1693
DHRS7	1455
PPM1A	11419
C14orf39	9
SIX6	0
SIX1	6
SIX4	179
MNAT1	783
TRMT5	1069
SLC38A6	325
TMEM30B	52
PRKCH	410
FLJ22447	5
HIF1A	2762
HIF1A-AS2	2
SNAPC1	308
SYT16	865
FLJ43390	4136
KCNH5	677
RHOJ	402
GPHB5	0
PPP2R5E	2962
WDR89	532
SGPP1	1847
SYNE2	1481
ESR2	21
TEX21P	28
MTHFD1	2872
AKAP5	6561
ZBTB25	239
ZBTB1	1388
HSPA2	4031
PPP1R36	27
PLEKHG3	2214
SPTB	5632
CHURC1-FNTB	0
CHURC1	5338
GPX2	6
RAB15	12111
FNTB	47
MAX	1952
MIR4706	0
LOC100506321	5
MIR4708	0
FUT8	2186
LOC645431	34
LINC00238	2
GPHN	2972
FAM71D	8
MPP5	3724
ATP6V1D	8558
EIF2S1	3724
PLEK2	4
TMEM229B	2017
PLEKHH1	7559
PIGH	737
ARG2	1320
VTI1B	3467
RDH11	5249
RDH12	168
ZFYVE26	1395
RAD51B	26
ZFP36L1	1592
ACTN1	8750
DCAF5	3634
EXD2	2310
GALNTL1	2990
ERH	2569
SLC39A9	3643
PLEKHD1	121
C14orf162	394
KIAA0247	1949
LOC100289511	35
SRSF5	9418
SLC10A1	7
SMOC1	1133
SLC8A3	1866
ADAM21P1	2
SYNJ2BP-COX16	0
COX16	221
SYNJ2BP	2094
ADAM21	57
C14orf55	128
ADAM20	16
MED6	921
TTC9	3899
MAP3K9	3413
PCNX	5392
SNORD56B	0
LOC145474	2
SIPA1L1	10447
RGS6	3184
DPF3	170
DCAF4	628
